pid,x,y,line
1,0.4685759224495853,0.20463400580569208,0
2,0.09793852266402855,0.4877013111229205,0
3,-0.6989463135070025,0.8272445577086832,0
4,-0.6701553307520074,0.7531275213449107,0
5,-0.8099380734265252,0.8407119014811051,0
6,0.706438780636188,0.10731460133324153,0
7,0.16180534334175822,0.33805414829521946,0
8,0.39105730341286415,0.27757624406320247,0
9,-0.9130609055232914,0.9555554865856353,0
10,0.9562572598069728,-0.02456581286050564,0
11,0.6383972714124916,0.07470890686737691,0
12,-0.5496584069877799,0.6636911530681467,0
13,-0.6314961881183967,0.7477341732060346,0
14,-0.5847587307664879,0.8112945066640834,0
15,-0.4266181687747922,0.6578969530804526,0
16,0.033129755934587266,0.36357985571156515,0
17,-0.15571537037237637,0.5276787116865163,0
18,-0.4907174670105221,0.679519113467459,0
19,0.23851180329798774,0.2942570275722739,0
20,-0.7079595150869219,0.8202330208863206,0
21,-0.41545503009744067,0.662244803865906,0
22,-0.27900567008137395,0.5276956095810329,0
23,-0.15862856866844888,0.5126953109006437,0
24,0.5493196566477593,0.19252839493667484,0
25,-0.617788161509619,0.8062980013481466,0
26,-0.01164498663385774,0.4891176013984913,0
27,0.17676485214078447,0.289076271402429,0
28,-0.8868966317192777,0.859041272949975,0
29,0.3093989988634033,0.3685255550652895,0
30,-0.650222861983825,0.8070916382343546,0
31,-0.8570192944933027,0.9130152943379852,0
32,0.8940487787183581,0.19281387170312403,0
33,0.8353255053841666,0.011913715701412964,0
34,0.6154690024604614,0.1979606312791078,0
35,-0.3877609511562073,0.6945194609715419,0
36,-0.6814936663629679,0.8870919390644137,0
37,0.3588480047852577,0.25004001529305153,0
38,-0.10461764540411678,0.5487304556162704,0
39,-0.7576591187957045,0.7914253507759587,0
40,-0.06808008165843624,0.44371421034674396,0
41,-0.8740818170438122,0.893770615451969,0
42,0.8562374557919028,0.0439817013940019,0
43,-0.4428884394478138,0.8085547134643829,0
44,0.279575195968227,0.19423083494268284,0
45,-0.3064381322743731,0.6740089640580859,0
